id,filter,text_JP,text
s_visible,hotbar,ホットバーのポップアップ,Popup Hotbar
showShortcut,hotbar,ホットキーの表示,Show key numbers
specialShortcuts,hotbar,特殊ショートカット,Special Shortcuts
toAdv,hotbar,冒険モードへ(試験的),Switch to Adv Mode(Experimental)
toggleShortcuts,hotbar,切り替え,Toggles
toSim,hotbar,シムモードへ,Switch to Sim Mode
uniqueShortcuts,hotbar,バー固有ショートカット,Bar-specific Shortcuts
utilShortcuts,hotbar,便利ショートカット,Utility Shortcuts
info_daysWithGod,info,#2を信仰して#1日が経過している。,Your faith in #2 has lasted #1 day#(s).
info_daysWithPC,info,あなたと共に#1日を過ごしている。,Sharing #1 day#(s) with you.
info_ride,info,あなたは#1に騎乗している。,You are riding #1.
info_parasite,info,あなたは#1に寄生されている。,You are parasitized by #1.
info_criminal,info,あなたは犯罪者だ。,You are a criminal.
hintSyncRide,info,騎乗中の仲間にも効果,Effect also applies to ride
hintPartyAbility,info,長押しでパーティー全体に発動,Press and hold to cast on entire party
isGeneReqSlots,info,それは遺伝子枠を#1占有する。,It occupies #1 gene slots.
isPermaGene,info,それは劣性遺伝子では回収できない。,It cannot be recovered with an inferior gene.
isCostFeatPoint,info,それはフィートポイントを#1使用する。,It uses #1 feat point#(s).
isConsumeElectricity,info,それは#1㎿の電力を消費する。,It consumes #1㎿ of electricity.
isGenerateElectricity,info,それは#1㎿の電力を発電する。,It generates #1㎿ of electricity.
isMixedBy,info," (by #1)"," (by #1)"
isMixedFood,info,中身,Inside
isCrafted,info,それはあなたにより作られた。,It is made by you.
isLocked,info,それには鍵がかけられている。,It is locked.
isLockedHard,info,それには手の込んだ鍵がかけられている。,It is elaborately locked.
isBed,info,それには#1人が入れる。,It can hold #1 creature#(s).
canMine,info,それは壁を掘ることができる。,It can mine walls.
canPlayMusic,info,それは奏でることができる。,It can be played.
canLumberjack,info,それは木を切ることができる。,It can cut trees.
canLumberjack2,info,それは木製の壁を掘ることができる。,It can mine wooden walls.
canDig,info,それは地面を掘ることができる。,It can dig grounds.
canFarm,info,それは地面を耕すことができる。,It can till grounds.
canFish,info,それは魚を釣ることができる。,It can fish.
canTame,info,それは動物を飼いならすことができる。,It can tame animals.
weirdStatue,info,それは…,It...
containerContents,info,内容物:,Contents:
encDecrease,info,下げる,decreases
encIncrease,info,上昇させる,increases
healthOk,info,健康に特に異常はない。,Health seems ok.
tip_range,info,適正距離: #1,Best Range: #1
infoWeight,info,重量: #1 ストーン,Weight: #1 Stones
isNoMix,info,それはクラフト時に特性を継承しない。,It does not inherit traits when crafting.
isNoProcessIng,info,それは加工も複製もできない。,It cannot be processed or copied.
isContainer,info,それは#1個のアイテムを収納できる。,It is capable of storing #1 items.
isAcidproof,info,それは酸で傷つかない。,It is acidproof.
isCategorized,info,それは#1に分類される。,It is categorized as #1.
isUseSkill,info,それは#1と#2の技能を使用する。,It uses #1 and #2 skills.
isChildOf,info,(#1の中),(In #1)
isHarvestCrop,info,それは最大#1個の作物を実らせる。,"It can yield up to #1 crop#(s). "
isConsumeFertility,info,それは肥沃度を#1消費する。,It consumes land's fertility by #1.
isGrowOnLand,info,それは地上で育てることができる。,It can be grown on land.
isGrowUndersea,info,それは海底で育てることができる。,It can be grown on seafloor.
isWaterCrop,info,それは水田での栽培に適している。,It can grow in paddy fields.
isNeedSun,info,それは太陽の光を必要とする。,It needs sunlight.
isDecoSeed,info,それは品種改良できない。,It cannot be improved through breeding.
isDangerLv,info,それは危険度#1階のネフィアを明らかにする（上限 #2)。,It reveals level #1 Nefia. (Max #2)
isDyed,info,それは#1で染色されている。,It is dyed with #1 dye.
isNPCProperty,info,それはあなたのものではない。,It is not your property.
isAttuned,info,それは#1に帰属する。,It is attuned to #1.
isGifted,info,それはあなたの贈り物だ。,It is your gift.
isThrowWeapon,info,それは投擲に適している。,It is suitable for throwing.
isEleAttack,info,それは#1属性の追加ダメージを与える。,It deals additional #1 damage.
isEquipable,info,それは#1に装備できる。,It can be equipped to #1.
isLicked,info,それは黒猫に舐められている。,It is licked by black cat.
isRuneAdded,info,それはルーンで刻印されている。,It is rune-infused.
isDeity,info,それは#1のものだ。,It is owned by #1.
isNoSell,info,それは売却できない。,It cannot be sold.
isOnlyUsableByPC,info,それはあなたにしか使えない。,It can be only used by you.
isTourism,info,それは観光価値をあげる。,It raises tourism value.
isMarkedImportant,info,それは大事なものに指定されている。,It is marked as important.
isStolen,info,それは盗品だ。,It is stolen goods.
isCopy,info,それは複製品だ。,It is a copy.
isLeftoverable,info,それは食べ切れなかった分を残せる。,It keeps the uneaten portion for later.
isPrecious,info,それは貴重な品だ。,It is precious.
isIndestructable,info,それは破壊できない。,It is indestructible.
isFreproof,info,それは炎では燃えない。,It is fireproof.
isFresh,info,それは新鮮だ。,It is fresh.
isFuel,info,それは燃料になる。,It can be used as fuel.
isGlobalAct,info,それはグローバルマップで使用できる。,It can be used in global map.
isAlive,info,それは生きている。 [Lv:#1 Exp:#2%],It is alive.  [Lv:#1 Exp:#2%]
isMadeOf,info,それは#1でできている。,It is made of #1.
isPriceUp,info,それは#1%値上げされている。,It is marked up by #1%.
isPriceDown,info,それは#1%値引きされている。,It is discounted by #1%.
isNotFresh,info,それは少し古い。,It is somewhat stale.
isReplica,info,それは残念ながら模造品だ。,"It is a replica, unfortunately."
isHomeItem,info,それはあなたの土地でのみ使える。,It can be only used in your lands.
isRareResource,info,それは稀少なクラフト素材だ。,It is rare craft ingredient.
isEdible,info,それは食べることができる。,It is edible.
isProc,info,それは「#1」を発動する。,"It triggers ""#1""."
isResist,info,それはあなたに#1を授ける。,It grants you #1.
isResistNeg,info,それはあなたの#1を下げる。,It weakens your #1.
isRotten,info,それは腐っている。,It is rotten.
isRotting,info,それは腐り始めている。,It is stale.
isProductWarning,info,<size=12>※この通りクラフトできるとは限らない。</size>,<size=12>※ Crafting results may vary.</size>
isUnidentified,info,(鑑定をすることでより多くの情報が得られる),(Identify to reveal more about this item)
isUnidentified2,info,(上位の鑑定が必要だ),(Higher identification is required)
isPreventDeathPanalty,info,それは稀にあなたを死の懲罰から守る。,It sometimes defends you from death penalty.
isGraveSkin,info,それは稀にあなたの墓を変化させる。,It somtimes changes your grave.
isCraftedAt,info,それは#1で製作できる。,It can be crafted at #1.
isCollected,info,それは既に収集済みだ。,It is already collected.
mentalOk,info,精神に特に異常はない。,Mental seems ok.
rotten,info,腐った,"rotten "
rotting,info,腐りかけた,"stale "
textEnc,info,それは#1を#2#3。,It #3 your #1 by #2.
textEnc2,info,#1 #2,#1 #2
textEncSkill,info,それは#1の技術を#3。,It #3 your skill of #1.
textEncEnc,info,それは#1を#3。,It #3 #1.
hintCon,info,#2ターンの#1を付与する,Apply #1 for #2 turns
hintCon2,info,#1を付与する,Apply #1
hintDefenseAttb,info,対象の#1により効果は軽減される,Effectiveness is reduced by target's #1
hintNullify,info,#1を無効化,Nullify #1
hintStrife,info,Lv.#1 (#2) 物理攻撃に#3の追加ダメージ,Lv.#1 (#2) #3 damages to physical attacks
hintDOT,info,#1の#2の瘴気,Suffer a #1 #2 miasma
hintHOT,info,#1の体力回復,Restore #1 hit points
hintBuffStats,info,#2の#1強化,Increase #1 by #2
hintDebuffStats,info,#2の#1弱化,Decrease #1 by #2
buff,info,強化,Strengthen
debuff,info,弱体,Weaken
inspect_caption,inspect,インスペクト,Inspect
cancelSeed,interaction,#1をやめる,Cancel #1
chooseLivestock,interaction,放牧する,Graze livestock
chooseSeed,interaction,種を蒔く,Plant seeds
expandArea,interaction,エリアの拡張,Expand Area
move,interaction,移動,Move
shrinkArea,interaction,エリアの縮小,Shrink Area
invAll,inv,置く,Drop
invBank,inv,貯金,Deposit
invBlend,inv,混ぜる,Blend
invButcher,inv,バラす,Butcher
invBuy,inv,買う,Buy
invCollect,inv,収集,Collect
invChangeMaterial,inv,素材変化,Change Material
invCook,inv,料理,Cook
invDefault,inv,一般,General
invDeliver,inv,納入,Deliver
invDrink,inv,飲む,Drink
invEnchant,inv,強化,Enchant
invEquip,inv,装備,Equip
invFood,inv,食べる,Eat
invIncubator,inv,孵化,Incubate
invGear,inv,装備品,Gears
invGemCutter,inv,磨く,Cut
invGive,inv,贈る,Gift
invHold,inv,持つ,Hold
invHoldBlock,inv,持つ(ブロック),Hold(Block)
invHoldFurniture,inv,持つ(家具),Hold(Furniture)
invIdentify,inv,鑑定,Identify
invInteraction1,inv,#1個#3#2,#3 #1 #2
invInteraction2,inv,#2,#2
invInteraction3,inv," (#2 x #1)"," (#1 #2#(s))"
invItem,inv,使う,Use
invLighten,inv,軽量化,Reduce Weight
invRoll,inv,回す,Roll
invReconstruct,inv,再構築,Reconstruct
invScratch,inv,スクラッチ,Scratch
invSculpt,inv,彫る,Sculpt
invMill,inv,こねる,Grind
invWoodMill,inv,つく,Pound
invOffering,inv,捧げる,Offer
invOther,inv,その他,Others
invPut,inv,入れる,Put
invRead,inv,読む,Read
invRecycle,inv,リサイクル,Recycle
invGene,inv,遺伝子を組み替える,Modify Genes
invMod,inv,改造する,Modify
invRefuel,inv,燃料追加,Refuel
invResource,inv,素材・家具,Resource/Furniture
invSawMill,inv,加工する,Saw
invSell,inv,売る,Sell
invBoil,inv,煮る,Boil
invKiln,inv,焼成する,Bake
invSmelter,inv,溶かす,Smelt
invSpinner,inv,紡ぐ,Spin
invGrind,inv,研ぐ,Whet
invStoneCutter,inv,加工する,Cut
invTake,inv,取り出す,Take
ActThrow,act,投げる,Throw
invTool,inv,ツールを装備,Equip Tool
invTrade,inv,交換する,Trade
invUncurse,inv,解呪,Uncurse
invUse,inv,使う,Use
invBury,inv,埋葬する,Bury
selectItem,inv,アイテムの選択,Item Selection
takeAll,inv,全て取る (#1),Take All (#1)
bsBlessed,item,祝福された,"blessed "
bsCursed,item,呪われた,"cursed "
bsDoomed,item,堕落した,"doomed "
listKeyItem,journal,大切なものの一覧,List of Key Items
keyItem,journal,大切なもの,Key Items
gallery,journal,画集,Gallery
codexCreature,journal,カード図鑑,Card Codex
counsel,journal,話す,Talk
current,journal,現在,Current
greatPeople,journal,偉大な人物,Magnificent People
greatRecords,journal,偉大な記録,Magnificent Records
happiness,journal,幸福度,Happiness
happy,journal,幸せ,Happy
house,journal,住居,Housing
houseless,journal,ダンボール,No House
includePet,journal,ペットを含める,Include Pets
includeSlave,journal,奴隷を含める,Include Slaves
journalTitle,journal,#1の日誌,Journal of #1
lastDay,journal,昨日,L.Day
lastMonth,journal,先月,L.Mon
lastYear,journal,去年,L.Year
listRanking,journal,ランキング一覧,List of Rankings
logAll,journal,全てのメッセージ,All Messages
logImportant,journal,重要なメッセージ,Important Messages
noJob,journal,無職,No Job
noMod,journal,何も修正を受けていない,The value is not modified
normal,journal,普通,Normal
queryFamily,journal,家庭,Family
queryGuest,journal,来訪者,Visitors
queryOption,journal,オプション,Options
queryResident,journal,住人,Residents
querySingle,journal,独り身,Single
queryTarget,journal,調査の対象,Query Target
queryType,journal,調査の種類,Query Type
questDetail,journal,詳細,Detail
questList,journal,依頼の一覧,Requests
questText,journal,依頼内容,Request Detail
homeRanking,layer,ホームランキング,Home Ranking
advRanking,layer,冒険者ランキング,Adventure Ranking
rank,journal,#1位,#1
recordTax,journal,払った税金,Tax Paid
recordDig,journal,掘った数,Number of digs
recordGameTime,journal,経過日,Days Elapsed
recordKill,journal,殺した数,Number of Kills
recordPeople,journal,偉大な人物はいない,There are no magnificent people
recordTime,journal,経過時間,Total Time
religion,journal,宗教,Religion
schedule,journal,スケジュール,Schedule
tGameTime,journal,#1日 #2ターン,#1 Day#(s) #2 Turn(#s2)
unhappy,journal,不幸,Unhappy
work,home,仕事,Work
workDestTrait,home,#1などが必要,Require #1 or alike
workNotActive,home,仕事ができない,Can't work
workNotActive_party,home,（パーティーメンバーは仕事をしない）,(Party members do not work.)
notCountResident,home,（住人の数に計上されない）,(Does not count toward the resident total.)
workBonus_skill,home,#1 #2,#1 #2
key_Dump,key,自動整頓,Auto Dump
key_Mute,key,BGMミュート,Mute BGM
key_Meditate,key,休憩,Rest
key_GetAll,key,アイテムを全て取る,Take All Items
key_Log,key,ログ切り替え,Toggle Log
key_Wait,key,待機/周辺調査,Wait
key_Search,key,所持物検索,Property Search
key_Report,key,バグ報告,Bug Report
key_AxisDown,key,下方向,Down
key_AxisDownLeft,key,左下方向,Down Left
key_AxisDownRight,key,右下方向,Down Right
key_AxisLeft,key,左方向,Left
key_AxisRight,key,右方向,Right
key_AxisUp,key,上方向,Up
key_AxisUpLeft,key,左上方向,Up Left
key_AxisUpRight,key,右上方向,Up Right
key_Fire,key,射撃/ターゲット,Fire/Target
key_MenuAbility,key,アビリティー,Ability
key_MenuChara,key,キャラシート,Character
key_MenuInventory,key,インベントリ,Inventory
key_MenuJournal,key,ジャーナル,Journal
key_MouseLeft,key,(エミュ) 左マウスボタン,(Emu) Left Mouse Button
key_MouseMiddle,key,(エミュ) 中央マウスボタン,(Emu) Middle Mouse Button
key_MouseRight,key,(エミュ) 右マウスボタン,(Emu) Right Mouse Button
key_SwitchHotbar,key,ホットバーのページ切り替え,Switch Hotbar Page
key_Switch,key,待機/周辺調査,Wait/Search
key_EmptyHand,key,持っている物を外す,Empty Hand
key_AutoCombat,key,オートコンバット,Auto Combat
key_QuickSave,key,クイックセーブ,Quick Save
key_QuickLoad,key,クイックロード,Quick Load
key_Examine,key,アイテムを調査,Examine Item
key_Cancel,key,キャンセル,Cancel
keymapGeneral,key,一般,General
keymapMenu,key,メニュー切り替え,Toggle Menu
keymapEtc,key,その他,Other
keymapMovement,key,移動,Movement
keymapAdvanced,key,高度なキー設定,Advanced Key Setting
EN,lang,英語(English),English
JP,lang,日本語(Japanese),Japanese
LayerTravel,layer,ファストトラベル,Fast Travel
LayerFeedback,layer,バグの報告,Report Bugs
chat,layerChara,話す,Talk
_branch,LayerHome,#1支部,#1 Branch
_popu,LayerHome,#1人 + 家畜 #2匹,#1 + #2 Livestock
headerComm,LayerHome,コムの情報,Comm Info
popu,LayerHome,人口,Population
select,layerList,選択,Select
editSquad,LayerPeople,部隊の編成,Edit Squads
editUniF,LayerPeople,制服編集(女),Edit Uniform(Female)
editUniM,LayerPeople,制服編集(男),Edit Uniform(Male)
noHome,LayerPeople,自宅なし,No Home
noSquad,LayerPeople,所属なし,No Squad
showRace,LayerPeople,種族,Race
showFeat,LayerPeople,フィート,Feat
showJob,LayerPeople,職業,Class
showWork,LayerPeople,仕事,Work
captionLoadGame,loadGame,世界の選択,Load World
edit,,編集,Edit
delete,loadGame,削除,Delete
load,loadGame,ロード,Load
noSave,loadGame,世界はない,No world
noSaveDetail,loadGame,世界は選択されていない,No world selected
saveDetail,loadGame,世界の詳細,World Detail
saveList,loadGame,世界の一覧,World List
isCloud,loadGame,(クラウド),(Cloud)
locations,location,場所,Locations
locHoard,location,宝庫,The Hoard
debugTool,mapTool,デバッグツール,Debug Tool
mapTool,mapTool,マップツール,Map Tool
zoom,mapTool,ズーム,Zoom
zoomAlt,mapTool,ズーム(Alt),Zoom(Alternative)
zoomRegion,mapTool,ズーム(大陸地図),Zoom(Continent Map)
admin,menu,ローカルマップ,Local Map
area,menu,エリア,Area
charaInfo,menu,詳細,Detail
factions,menu,勢力,Factions
gacha,menu,ガチャ,Gacha
gods,menu,信仰,Gods
hire,menu,移住者,Recruit
hoard,menu,宝庫,Hoard
m_all,menu,コム＆キャラメニュー,Comm&Chara Menu
m_chara,menu,キャラメニュー,Character Menu
m_faction,menu,コムメニュー,Comm Menu
m_system,menu,システムメニュー,System Menu
mode,menu,モード,Mode
objInfo,menu,調べる,Inspect
policy,menu,ポリシー,Policy
quest,menu,掲示板,Board
research,menu,研究,Research
resource,menu,物資,Resource
toGlobalMap,menu,グローバルマップ,Global Map
world,menu,世界,World
equipped,naming,"【装備中】 ","【Equipped】 "
equippedItem,naming,【装着】,【Equipped】
equippedOther,naming,"(装備中) ","(Equipped) "
installed,naming,*,*
stored,naming," (ストック)"," (Stocked)"
nPlaylist,nerun,ねっここっねこ♪,La la la~♪
Build,palette,建設,Build
cancelPlan,palette,タスクのキャンセル,Cancel Plan
designate,palette,指示,Order
terrain,palette,地形,Terrain
pcc_belt,pcc,腰,Waist
pcc_body,pcc,体,Body
pcc_boots,pcc,足,Foot
pcc_chest,pcc,胴体,Chest
pcc_cloth,pcc,トップス,Tops
pcc_etc,pcc,特殊,Special
pcc_eye,pcc,目,Eyes
pcc_face,pcc,顔,Face
pcc_glove,pcc,手,Hand
pcc_hair,pcc,髪,Hair
pcc_head,pcc,頭,Head
pcc_mantle,pcc,背中,Back
pcc_pants,pcc,ボトムス,Bottoms
pcc_subhair,pcc,髪(サブ),Sub Hair
pcc_undie,pcc,下着,Undie
randomColor,pcc,ランダムカラー,Random Color
peHappiness,policy,#1の幸福度に#2の影響,Modifies the happiness of #1 by #2
policyHappiness,policy,ポリシー: #1,Policy: #1
completePlan,pop,「#1」の研究完了,"Completed ""#1"""
discoverZone,pop,発見: #1,Discover: #1
expeditionEnd,pop,帰還(#2): #1,Return(#2): #1
expeditionStart,pop,出発(#2): #1,Depart(#2): #1
lvHome,pop,ホームのランクが#1に上がった！,Our home rank is now #1!
lvPolicy,pop,「#1」のレベルアップ,"""#1"" advances a level"
newMeeting,pop,来客: #1,Visitor: #1
popDestroy,pop,破壊: #1 (#2),Destroyed: #1 (#2)
popEther,pop,エーテル病発症: #1 (#2),Ether Disease Symptom: #1 (#2)
popDeliver,pop,宅配物: #1,Delivery: #1
popDead,pop,死亡: #1,Death: #1
popDing,pop,成長: #1 (#2 #4),Skill Up: #1 (#2 #4)
popResourceLV,pop,資源Lv: #1 #3 > #2,Resource Lv: #1 #3 > #2
reportWork,pop,納入: #1 #2,"Delivery: #1 #2 "
rewardDepartment,pop,#1の解放,Open #1
rewardElement,pop,フィート「#1」 +#2,"Feat ""#1"" +#2"
rewardPlan,pop,計画書「#1」,"Research Plan ""#1"""
rewardPolicy,pop,ポリシー「#1」,"Policy ""#1"""
rewardRecipe,pop,「#1」のレシピ,"A recipe of ""#1"""
foundTreasure,pop,宝探し成功: #1,Treasure Found: #1
daysLeft,quest,# 日,# d
supplyInInv,quest,(所持),"(In possession) "
supplyNotInInv,quest,(未所持),"(Not in possession) "
target_huntRace,quest,主な対象:,Target Candidate:
progressDebt,quest,借金: 残り #1,Debt: #1 left
progressVernis,quest,巨大な岩: 残り#1個,Remaining huge rocks: #1
progressEscort,quest,"#1の護衛
目的地: #2","Escort #1
To: #2"
progressDeliver,quest,"#1の配達
#3
配達先: #2","Deliver #1
#3
To: #2"
progressFlyer,quest,チラシの配布：　#1 / #2枚,Flyer Distribution: #1 of #2
progressHunt,quest,敵対生物の討伐: #1 / #2体,Hunt hostile creatures: #1 of #2
progressHuntRace,quest,種族「#3」の討伐: #1 / #2体,"Hunt any ""#3"": #1 of #2"
progressKarma,quest,カルマの蓄積:  #1 / #2,Accumulate Karma: #1 of #2
progressRecruit,quest,住人のリクルート: #1 / #2体,Recruit Residents: #1 of #2
progressShowSupply,quest,#1を見せる,Show #1
progressSupply,quest,"#1の納入
#2","Deliver #1
#2"
progressDefenseGame,quest,撤退可能になるまで生存,Survive
progressHarvest,quest,作物の納入: #1 / #2,Deliver Crops: #1 of #2
progressMusic,quest,演奏スコア: #1 / #2,Music Score: #1 of #2
rank_contribution,ranking,貢献度ランキング,Contribution Ranking
rank_disease,ranking,ｴｰﾃﾙ病＆突然変異ランキング,Degenerate Ranking
rank_food,ranking,大食いランキング,Gluttony Ranking
rank_improve,ranking,自己鍛錬ランキング,Improvement Ranking
rank_lostparts,ranking,肢体不自由ランキング,Lost Limb Ranking
rank_troublemaker,ranking,問題児ランキング,Trouble Maker Ranking
rank_wettunic,ranking,ｳｪｯﾄﾁｭﾆｯｸｺﾝﾃｽﾄ得票ランキング,Wet Tunic Contest Ranking
rank_work,ranking,労働ランキング,Work Ranking
headerResearched,report,完了した計画書,Finished Plans
headerResearching,report,研究中の計画書,Current Plans
rMeeting,report,#1人の来訪者が面会を求めている。,#1 visitor#(s) would like to talk to you.
rNewPlan,report,「#1」が研究可能になった。,"We can now research ""#1""."
rNoFocus,report,研究プランにフォーカスが設定されていない。,We can set focus on a research plan to speed up.
rNoReport,report,特に報告はない。良いことだ！,There is nothing to report. Good!
rNoWork,report,#1には仕事ができる環境が必要だ。,#1 needs a working environment.
rElecOver,report,電力が足りない。発電設備が必要だ。,Electricity is in short supply. We need power generators.
rPopOver,report,住人の数が多すぎる。仕事をサボりださないか心配だ。,There are too many residents. Some might start to slack off at work.
rSoilOver,report,植物が多すぎて土地が枯れている。このままでは作物の収穫に悪影響があるだろう。,"Too many plants on this land. The crop yield will be negatively affected. "
rRankUpBranch,report,コムのランクがあがった！,Our comm's rank goes up!
rRankUpResource,report,#1のランクがあがった！,#1 rank has been increased!
rRanOut,report,#1が底を尽きた！,We ran out of #1!
rShortage,report,#1日後に#2の供給が底を尽きそだ。,We may run out of #2 in #1 day#(s).
rStarve,report,#1は飢えている！,#1 is starved!
rStoryFiama,report,フィアマが何か話したそうな顔をしている。,Fiama looks like she has something she wants to talk.
rTax,report,次の納税は#1日後だ。徴税額はおよそ#2オレンになるだろう。,The next tax payment is in #1 day#(s). The levy may be around #2 Orens.
rBill,report,現在#1枚の納税書を滞納している。早く払わなければ…,"We are currently behind on #1 tax bill#(s). They need to be paid quickly, or..."
rUpgrade,report,盟約の石のアップグレードが可能だ。,It is now possible to upgrade the Hearth Stone.
vResearched,report,研究「#1」が完了している。,"Research ""#1"" has been completed."
ByName,sort,名前,Name
ByCategory,sort,カテゴリ,Category
ByFeat,sort,フィート,Feat
ByJob,sort,職業,Job
ByLevel,sort,階層,Level
ByNone,sort,なし,None
ByNumber,sort,所持数,Number
ByPrice,sort,値段,Price
ByRace,sort,種族,Race
ByValue,sort,価値,Value
ByWeight,sort,重さ (合計),Weight (Total)
ByWeightSingle,sort,重さ (単品),Weight (Single)
info,sort,情報,Info
sort,sort,ソート,Sort
sort_ascending,sort,昇順,Ascending
sort_always,sort,常にソート,Always Sort
sticky_gacha,sticky,無料ガチャ,Free Gacha
sticky_homeReport,sticky,報告書,Report
sticky_tutorial,sticky,チュートリアル,Tutorial
sticky_welcome,sticky,ようこそ！,Welcome!
chronicle,tab,発展の軌跡,Chronicle
comms,tab,コム,Comms
general,tab,一般,General
guest,,ゲスト,Guest
guests,tab,ゲスト,Guests
hallOfFame,tab,冒険の軌跡,Trails of Journey
input,tab,入力,Input
livestock,tab,家畜,Livestock
log,tab,ログ,Log
overview,tab,ノート,Overview
note,tab,ノート,Note
population,tab,調査,Query
ranking,tab,ランキング,Ranking
religions,tab,信仰,Religions
residents,tab,住人,Residents
statistics,tab,統計,Statistics
stock,tab,ストック,Stock
top,tab,トップ,Top
tag_bamboo,tag,竹,Bamboo
tag_carbone,tag,炭,Carbone
tag_glass,tag,ガラス,Glass
tag_ice,tag,氷,Ice
tag_mud,tag,泥,Mud
tag_sand,tag,砂,Sand
tag_snow,tag,雪,Snow
tag_soil,tag,土,Soil
tag_straw,tag,藁,Straw
questBoard,tc,掲示板,Notice Board
questNum,tc,#1 件,#1
tempHealth,temp,健康,Good
tempMood,temp,まあまあ,Good
tempNotice,temp,お知らせだよ！,Here's report!
tempSchedule,temp,終末の日,Ragnarok
tempNone,temp/quest,なし,None
test,test,test,test
tPin,tips,ピン留め,Pin
tEdit,tips,編集,Edit
tFocus,tips,フォーカス,Focus
tHotkey,tips,ホットキー: #1,Hot key: #1
tRemoveSkin,tips,スキン解除,Remove Skin
tList,tips,リスト,List
tPicker,tips,ピッカー(q),Dropper(q)
tReroll,tips,リロール,Reroll
tTalk,tips,話す,Talk
tUndo,tips,最後のタスクを取り消し(CTRL+z),Cancel last tasks(CTRL+z)
tUndoNone,tips,最後のタスクはない,No last tasks
tUndoNote,tips,#2 x #1,#2 x #1
LayerAbility,title,アビリティ,Ability
LayerAdmin,title,運営,Admin
LayerChara,title,キャラクター,Character
LayerConsole,title,コンソール,Console
LayerCredit,title,クレジット,Credit
LayerPixelPaint,title,画像編集,Pixel Paint
LayerEditPCC,title,外見編集,Edit Appearance
LayerFactions,title,勢力,Factions
LayerTextureViewer,title,テクスチャビューアー,Texture Viewer
LayerMod,title,Modビューアー,Mod Viewer
LayerHelp,title,ヘルプ,Help
LayerHire,title,移住希望者,Recruit
LayerHome,title,コム,Comm
LayerInventory,title,所持品,Inventory
LayerTactics,title,キャンプ,Camp
LayerJournal,title,ジャーナル,Journal
LayerPeople,title,住人の一覧,Residents
LayerPolicy,title,ポリシーの変更,Change Policy
LayerResource,title,物資,Resource
LayerUploader,title,マップの公開,Map Uploader
LayerUploaderSetting,title,公開設定(オプション),Upload Options
clearLocalCharas,uploader,住人や家畜以外のキャラを除外する,Remove non-resident/livestock characters
adultMap,uploader,大人用マップ,Adult Map
welcomeMessage,,訪問者へのメッセージ,Welcome Message
LayerTech,title,研究,Research
LayerWorld,title,場所,Places
titleSub,title,- エリン宿 -,- Eternal League of Nefia -
abilityLv,topic,熟練,Level
abilityToggle,topic,有効,Enable
cost,topic,コスト,Cost
mark_ing,,"※ ","※ "
reqIng,topic,必要素材: #1,Req: #1
reqQuality,topic,品質,Quality
reqSkill,topic,使用スキル,Used Skill
reqSkill2,topic,使用スキル: #1 #2 (現在 #3),"Used Skill: #1 #2 (Currently #3) "
craftFuel,craft,燃料: #1%,Fuel: #1%
qualityMet,craft,#1,#1
qualityNotEnough,craft,粗悪品,Poor Quality
noInherit,craft,特性継承なし,No Trait Mix
ingCat,craft,#1(カテゴリ),#1(category)
traitRecipeBook,trait,読むことでレシピを習得できる。,New recipes will be revealed when read.
u2_casino_coin,unit,<size=12>カジノチップ </size>#1<size=12>枚</size>,#1 casino chip
u2_gacha_coin,unit,<size=12>異国の銅貨 </size>#1<size=12>枚</size>,#1 strange copper coin
u_money,unit,オレン," oren#(s)"
u2_money,unit,#1<size=12>オレン</size>,#1 oren#(s)
u_plat,unit,プラチナ硬貨,plat
u2_plat,unit,<size=12>プラチナ硬貨 </size>#1<size=12>枚</size>,#1 plat#(s)
u_money2,unit,プラチナ硬貨,plat
u2_money2,unit,<size=12>金塊 </size>#1<size=12>本</size>,#1 gold bar#(s)
ecopo,,エコポ,ecopo
u_currency_money,unit,オレン金貨#1枚,#1 oren#(s)
u_currency_money2,unit,金塊#1本,#1 gold bar#(s)
u_currency_plat,unit,プラチナ硬貨#1枚,#1 plat#(s)
u_currency_influence,unit,影響力#1,#1 influence(s)
u_currency_medal,unit,小さなメダル#1枚,#1 small medal(s)
u_currency_casino_coin,unit,カジノチップ#1枚,#1 casino chip(s)
u_currency_ecopo,unit,エコポ#1枚,#1 ecopo
casino_coin,unit,カジノチップ,casino chip
qReward,quest,#1オレン,#1 oren#(s)
qRewardDefense,quest,#1オレン + 生存時間ボーナス,#1 oren#(s) + Wave Bonus
qRewardSupply,quest,#1オレン + 品質ボーナス,#1 oren#(s) + Quality Bonus
qRewardSupplyCost,quest,#1オレン + 品質ボーナス + 売値,#1 oren#(s) + Quality Bonus + Item Price
qRewardHunt,quest,#1オレン + 強敵ボーナス,#1 oren#(s) + Foe Bonus
qRewardMusic,quest,#1オレン + 演奏ボーナス,#1 oren#(s) + Performance Bonus
qRewardHarvest,quest,#1オレン + 収穫量ボーナス,#1 oren#(s) + Harvest Amount Bonus
stability,value,調和,Stability
worth,value,時価,Worth
roster_onlyname,widget,名前だけ表示,Show only name
roster_pc,widget,PCを表示,Show PC
roster_portrait,widget,ポートレイトを表示,Show portrait
addDeco,widget,デコを追加,Add deco
alpha,widget,透過度,Alpha
battles,widget,交戦中,Battles
bgSize,widget,背景のサイズ,BG Size
bringToTop,widget,最前に配置,Bring to front
captionWidgets,widget,ウィジェットマネージャー,Widget Manager
