id,***,***,valid,***,***,***,lang,name,text,type,skin,gender,tree,deity,chara,loot,isStatic,done,loc,original
605,,,1,,,,JP,SabaTea,,5,2,0,,,,,0,0,,
623,,,1,,,,,"""Kupfernickel"" The Copper Demon","""Melt it, EVERYTHING!""",2,0,0,,,,,0,0,,
644,,,0,,,,,,,0,0,0,,,,,0,0,,
647,,,0,,,,,,,0,0,0,,,,,0,0,,
655,,,1,,,,,"""Fresky"" The Lost Popoto",,6,0,1,,Oblivion,,,0,0,,
736,,,1,,,,JP,犬を追いかける狂人「イヌオ」,「夢でみたんだ…どこかにあるはずなんだ…犬の…犬だけの楽園…妹犬の館が…どこかに…」,1,5,0,,,,rottenFood,0,0,,腐った犬の肉
738,,,1,,,,JP,スライムマイマイ,,7,3,0,,,,,0,0,,
740,,,1,,,,JP,古き星「ニルサ」,「さあ、目覚めの時だ！」,2,0,0,,,,,0,0,,
741,,,1,,,,JP,Master†Z†,,5,3,0,,,,,0,0,,
774,,,1,,,,JP,山の神「ふじさん」,「山登り日和だ！」,2,0,0,,,,,0,0,,
777,,,1,,,,JP,外道「カヤノ」,,4,0,0,,,slime,,1,1,sewer,スライム
807,,,1,,,,JP,野菜好き「海森」,,6,0,2,,Harvest,,,0,0,,
847,,,1,,,,,"""Clara""","""I'll always be here for you.""",2,0,0,,,,,0,0,,
867,,,1,,,,JP,狐好きの夢想家「フィクス」,「どうか次はミフかネフに…」,1,3,0,,,,rod_wish,0,0,,装備可能なアクセサリーや装飾品の類(無ければ頭部の防具)
922,,,1,,,,JP,ひりつく妹「シズマ」,,5,5,0,,,,,0,0,,
937,,,1,,,,JP,青緑のあいつ「プルパー」,「’双盾で弓使い’しようとしたら盾が呪われてて外せないまま餓死。皿に頭突っ込んで食べるなど紳士のなすべきじゃなかろう！」,1,0,0,,,,shield,0,0,,盾
1000,,,1,,,,,"""Stabby"" The Assassin",,4,0,2,,,reindeer,,1,1,noyel,Quickling
1034,,,1,,,,JP,混沌の放浪者「バクルド」,「まあ、ぼちぼちいい放浪だった」,1,4,0,,,,gun,0,0,,拳銃
1097,,,1,,,,,Roroky Lalaoky,"""Rider? I barely even know her!""",1,0,0,,,,blunt_mace,0,0,,weapon
1102,,,1,,,,,"""Putittoro"" The Devoted Putit",,4,0,0,,,putty,,0,0,,Putit
1141,,,1,,,,,"""Malaath"" the happy",,7,0,0,,,,,0,0,,
1182,,,1,,,,,Bermuda Muda,,7,3,0,,,,,0,0,,
1217,,,1,,,,JP,「プリン」怪鳥,,4,0,1,,,chicken,,0,0,,鶏
1239,,,1,,,,JP,刹那「シュヴェルト」,「鏡……ともしび……とらわれ……天使……。 ……」,1,3,0,,,,,0,0,,
1298,,,1,,,,JP,煙鏡に捧ぐ短剣「シュトカルト」,,6,0,2,,Luck,,,0,0,,
1310,,,1,,,,,"""Martin"" The Sleepy One","""I love to tinker at night!""",2,0,0,,,,,0,0,,
1330,,,1,,,,,"""MegaNightshark"" the wishing well taster",,3,0,0,mahogany,,,,0,0,,
1333,,,1,,,,,"Adams ""Mesherada"" Trinh",,6,0,2,,Wind,,,0,0,,
1431,,,1,,,,,"""Drifter"" The Lord Harvester","""Yeeks aren't the only risk down here...""",1,5,0,,,,fishingRod,0,0,,Fishing Rod
1435,,,1,,,,,"""Leah"" The Once Beloved",,6,0,1,,Harmony,,,0,0,,
1520,,,1,,,,JP,女神の抱き枕を抱えた「赤鳥ヴィズ」,,6,0,1,,Healing,,,0,0,,
1854,,,1,,,,JP,風化した足跡,「……最後の一口」,1,4,0,,,,734,0,0,,"ピザ,腐ったサンドイッチ"
1861,,,1,,,,JP,塩に素晴らしい耐性がある「おみくじ」,,7,0,0,,,,,0,0,,
1871,,,1,,,,JP,悪食「ドラゴン」,「金貨以外は口にしたくないね！」,1,2,0,,,,money,1,1,thieves,金貨
1901,,,0,,,,,2,,0,0,0,,,,,0,0,,
1952,,,1,,,,JP,漆黒「ユウギリ」,「寝なくても明日は来る」,1,5,0,,,,979,0,0,,置時計、時計（もしくは時間に関係するもの）
1975,,,1,,,,JP,存在しない者「余白アマシロ」,「narrative is now here」,1,0,0,,,,218,0,0,,何も書かれていない本のページ
2057,,,1,,,,JP,ファントムレッド「アナスタシア」,,6,0,1,,Machine,,,0,0,,
2092,,,1,,,,JP,Kiridaema,,7,0,0,,,,,1,1,casino,
2117,,,1,,,,JP,母から受け継いだ氷河「ミシュラ」,「お前を見ている」,2,0,0,,,,,0,0,,
2118,,,1,,,,JP,かみかくし「だのみん」,,5,4,0,,,,,0,0,,
2132,,,1,,,,,"""Apitaya"" The Indecisive",,5,3,0,,,,,0,0,,
2144,,,1,,,,,"""Nathaniel"" The Witless",,6,0,2,,Oblivion,,,0,0,,
2159,,,0,,,,,,,0,0,0,,,,,1,0,,
2163,,,1,,,,,"""Gourdman"" The Mutant Circus Performer","""They didn't tell me this would happen!""",1,5,0,,,,gun,0,0,,Gun
2183,,,0,,,,JP,,,0,0,0,,,,,1,0,,
2198,,,1,,,,JP,orn,,6,0,2,,Luck,,,0,0,,
2327,,,1,,,,JP,未熟者の末路「あなた」,「何度でも立ち上がる！」,1,2,0,,,,blunt_club,0,0,,ゲーム内最弱の武器
2347,,,0,,,,,whose name is Cain de Ticano,,0,0,0,,,,,0,0,,
2379,,,1,,,,JP,法の書の信徒ピタパン,,3,0,0,cedar,,,,0,0,,
2395,,,1,,,,,Alcadeias,"""EVERYBODY NEEDS SOMEBODY.""",2,0,0,,,,,0,0,,
2542,,,1,,,,,"""Nina"" The inmortal Dog",,4,0,1,,,dog,,0,0,,Dog
2596,,,0,,,,JP,,,0,0,0,,,,,0,0,,
2706,,,1,,,,,"""Mochi"" The Pancake Thief",,4,0,1,,,dog,,1,1,yowyn,shiba inu
2726,,,1,,,,JP,猫のような風「チョコ」,,4,0,1,,,cat,,1,1,yowyn cat cafe,ハーピー（仔猫）
2807,,,1,,,,JP,星屑の虹「ハティ」,,4,0,2,,,silverwolf,,0,0,,銀狼（犬）
2828,,,1,,,,JP,洞房花燭「キリエ」,,6,0,1,,Luck,,,1,1,kapul,
2858,,,1,,,,,"""Justin"" Lord of a Distant Kingdom","""I wont go down without a fight!""",1,2,0,,,,sword,0,0,,Longsword
2863,,,1,,,,JP,奇術師「ナグ」,「ななしの繁栄を祝して！」,2,0,0,,,,,0,0,,
2904,,,1,,,,JP,プリティーダークネス「ネモ」,,6,0,1,,Luck,,,0,0,,
2920,,,1,,,,JP,野良猫「リリーベル」,,4,0,1,,,cat,,1,1,kapul,猫
2930,,,1,,,,JP,シャイな子犬「ふく」,,4,0,1,,,dog,,0,0,,犬
2956,,,1,,,,JP,明日を信じる不滅「ホスビン」,「違う、これじゃない！」,1,0,0,,,,resin,0,0,,レジン
2970,,,1,,,,JP,愚者の末路「インサニア」,,3,0,0,random,,,,1,1,derphy,
2975,,,1,,,,JP,「すごいさかなの中の人」,「私の亡骸を見つけた者に頼みがある。魚が好きな神様にこれを届けてほしい。まだ新鮮なうちに！」,1,4,0,,,,78,0,0,,サバ(魚系の食品なら他でも)
2990,,,1,,,,JP,あなたを待ち侘びた者「？？？」,「やっと見つけてくれたか。お前に渡したい物があったのだ。」,1,0,0,,,,731,0,0,,ランダムかつプレイヤーを不愉快にさせるアイテム(クズ、フン、腐った食べ物など)※実装可能であれば極めて稀に有用な貴重品(Elonaでのエーテル抗体や支配の杖に相当)を所持する仕様を希望
3053,,,0,,,,,,,2,0,0,,,,,0,0,,
3103,,,1,,,,JP,悟った愚者「mojito_can」,「（皺の寄った小さな紙片に、落ち着きのある字が書かれている。）紙が無いからって、武器で拭いちゃだめね。」,1,1,0,,,,blunt_club,0,0,,武器
3180,,,1,,,,,Rook,,4,0,0,,,cat,,0,0,,
3287,,,1,,,,,Fonne Walkure,,5,2,0,,,,,1,1,cursed manor,
3293,,,1,,,,,"""Vici""","""I just want to lay down""",1,1,0,,,,glass,0,0,,broken glass
3363,,,0,,,,JP,,,0,0,0,,,,,0,0,,
3402,,,1,,,,JP,銘探偵「バリバリバリツ」,,5,5,0,,,,,0,0,,
3414,,,0,,,,,,,0,0,0,,,,,0,0,,
3440,,,0,,,,JP,,,0,0,0,,,,,0,0,,
3467,,,1,,,,,"""Devon"" The Newbie","""I'll become a hero of legend for sure!""",1,5,0,,,,sword,0,0,,Sword
3630,,,1,,,,JP,今日も癒されたい「レイド」,,6,0,2,,Healing,,,0,0,,
3670,,,0,,,,JP,,,0,0,0,,,,,1,0,,
3676,,,1,,,,,Ebony,,4,0,0,,,cat,,0,0,,
3687,,,1,,,,JP,それでも逃避行「ミノト」,「来世に期待」,1,0,0,,,,cloak,0,0,,マント
3729,,,1,,,,JP,＊,「やぁ、よく見つけたね……さぁ、掘ってごらん……正丁」,3,0,0,random,,,,0,0,,
3750,,,1,,,,,"""Nil"" The Grateful Son","""Mom, I finally got the medicine for you!""",1,5,0,,,,potion,1,1,derphy,Healing potions or herbs
3790,,,1,,,,,Carind Nivans,"""There's a broken watch near the corpse, it's stuck at 21:37""",1,1,0,,,,979,0,0,,"置時計,Broken pocket watch"
3804,,,0,,,,JP,,,0,0,0,,,,,0,0,,
3806,,,1,,,,JP,妖怪「ブンブン茶釜」,「タヌキじゃないよ！」,1,1,0,,,,110,0,0,,こんがり肉、肉類
3829,,,1,,,,JP,目にハートマークが浮かぶ「ハルナ」,,4,0,1,,,sister,,0,0,,首輪のついた妹
3849,,,1,,,,,"""Lily"" Flowering Nightmare",,5,3,0,,,,,0,0,,
4092,,,1,,,,,"""Mika"" The Sleepy Cat",,4,0,1,,,cat,,0,0,,Cat
4150,,,1,,,,JP,アキ,,3,0,0,cedar,,,,0,0,,
4156,,,1,,,,JP,驚異の子「ジーク」,「そうだろう、ーーーーーさん、見ててくれよ」,2,0,0,,,,,0,0,,
4367,,,1,,,,,"""First Snow"" Associated Snow",,4,0,2,,,putty_snow,,0,0,,Snow Putit(cat)
4500,,,1,,,,JP,「メルツ」駆け出し魔法使い,「騙された……こんな危ないとこじゃなくて家で読めば良かった……」,1,5,0,,,,spellbook,0,0,,魔法書（古書物や古文書でも良いです）
4502,,,0,,,,JP,,,0,0,0,,,,,0,0,,
4528,,,1,,,,,"""Azzalin"" The One Kink Shamed",,5,3,0,,,,,0,0,,
4563,,,1,,,,JP,星と翼の亡霊｢シンゴロ〜｣,｢いつかソラへ…｣,1,5,0,,,,804,0,0,,葉っぱ、翼
4579,,,1,,,,JP,癒しの女神の信奉者「ANI」,,6,0,2,,Healing,,,1,1,kapul,
4613,,,0,,,,JP,,,0,0,0,,,,,1,0,,
4630,,,1,,,,JP,兄のために這い上がり続ける「ショコラーデ」,,5,0,0,,,,,0,0,,
4755,,,1,,,,JP,へたれの吟遊詩人「ノキ」,「ふかふかパンの中で圧死したい」,2,0,0,,,,,0,0,,
4776,,,1,,,,JP,永遠の迷い人「ソイヤ」,「一瞬で良い…混沌の世に一瞬の光を…」,2,0,0,,,,,0,0,,
4788,,,1,,,,,"""Olin"" The Fighting Rebel","""Teehee~""",1,2,0,,,,sword,0,0,,Masterwork Longsword +1
4814,,,1,,,,,"""Bob""",,5,4,0,,,,,1,1,cursed manor,
4845,,,1,,,,JP,空の捕喰者「シャチ」,「月が照らす桜小路で出会えた君に、桜吹雪の朝日を捧げよう」,2,0,0,,,,,0,0,,
4854,,,1,,,,JP,少女の「アイミ」,,6,0,1,,Wind,,,0,0,,
4859,,,1,,,,JP,紅茶の香り「TEATIME」,,6,0,2,,Healing,,,1,1,kapul,
4860,,,1,,,,JP,奈落堕ちの追跡者「ラウシアン」,,3,0,0,random,,,,0,0,,
4861,,,1,,,,JP,永遠の旅人「seeker」,「君は楽しめてるかい？」,2,0,0,,,,,0,0,,
4876,,,1,,,,JP,緑雨の燕「イツカ」,「長く、遠く、旅をしてきて……それでも、もうすこしだけ飛んでいたかったなぁ」,1,4,0,,,,book,0,0,,文庫本
4899,,,0,,,,,,,0,0,0,,,,,0,0,,
4928,,,1,,,,JP,博愛主義「マモゴロ」,,6,0,2,,Oblivion,,,0,0,,
4946,,,0,,,,,,,0,0,0,,,,,0,0,,
4953,,,1,,,,,"""sweetcakes"" Solitary Mecha Cat",,4,0,1,,,cat,,0,0,,Mecha Cat (Cat)
4989,,,1,,,,JP,ひろ,,4,0,1,,,dog,,1,1,mysilia,犬
4993,,,1,,,,JP,グルメハンター「burnfu」,「腹減った……」,1,0,0,,,,water,0,0,,水
5019,,,1,,,,,Leilana Auslese,,4,0,1,,,cat,,0,0,,Cat (Kitten)
5023,,,1,,,,JP,RJ181918,「チェリーブロッサムへようこそ！」,1,2,0,,,,ecopo,0,0,,商品券(チケット)
5027,,,1,,,,,"""Taco"" Whiny Dog Begs for Beans",,4,0,2,,,dog,,0,0,,Dog
5070,,,1,,,,,"""kigey""",,5,0,0,,,,,0,0,,
5071,,,1,,,,,"""P-nut"" Johan and Cherry's love",,4,0,2,,,cat,,0,0,,Cat
5104,,,1,,,,JP,子供の「マーポン」,「まんまるお月さまとまるいねこ～♪」,2,0,0,,,,,1,1,olvina,
5124,,,0,,,,,,,0,0,0,,,,,0,0,,
5145,,,1,,,,,"""Klais"" The Star Gazer","""Will my wish become true?""",1,3,0,,,,sword,0,0,,Rusty Sword
5165,,,1,,,,,"""Ycare"" The Grand Ambassador","""Carried the weight of a Prophecy""",1,5,0,,,,bow,0,0,,Bow
5218,,,0,,,,JP,,,0,0,0,,,,,1,0,,
5231,,,1,,,,,"""Andre"" Serendipity Mage Recluse",,6,0,2,,Luck,,,0,0,,
5297,,,1,,,,JP,よいこの「ぷゆ」,,4,0,0,,,putty_snow,,1,1,miral,雪プチ
5336,,,0,,,,,,,4,0,0,,,,,0,0,,
5399,,,1,,,,JP,イヌアザラシレンタルサービス「れみどり」,「つかれじゃみせんバイセコー」,1,3,0,,,,lute,0,0,,三味線(弦楽器)
5441,,,1,,,,JP,勇敢な騎士「フェリ」,,4,0,2,,,cat,,0,0,,仔猫
5493,,,1,,,,JP,翠眼の宣教師「パシフローラ」,「もっと皆さまにオパートス様の魅力を知ってほしい！」,1,5,0,,,,234,1,1,god,オパートス様の伝承が書かれた赤本（またはオパートス様のエロ本）
5554,,,1,,,,JP,月夜の街「トルキィ」,「空を青く塗ることくらい私にもできる」,2,0,0,,,,,0,0,,
5587,,,1,,,,JP,アヤ,,4,0,2,,,dog,,0,0,,犬
5601,,,1,,,,,Mango Putit,,4,0,0,,,putty,,0,0,,Red Putit (Putit)
5638,,,1,,,,,Lucy ,,4,0,2,,,cat,,0,0,,A Maine Coon cat 
5735,,,1,,,,,Mono,,4,0,1,,,wolf,,0,0,,Wolf (Dog)
5739,,,1,,,,,"""Henry"" The Stalwart Dogge",,4,0,2,,,dog,,0,0,,Dog
5751,,,0,,,,,,,0,0,0,,,,,0,0,,
5861,,,1,,,,,Kairi,,4,0,1,,,dog,,0,0,,
5903,,,1,,,,JP,兄LOVE「妹」,,5,2,0,,,,,0,0,,
5926,,,1,,,,JP,暗闇の天狐「ルシフェル」,,3,0,0,cherry,,,,0,0,,
5948,,,1,,,,JP,ゲーミングカタツムリちゃん,,7,4,0,,,,,0,0,,
6005,,,1,,,,,"""Kyouka"" The Kamidere",,4,0,1,,,cat,,0,0,,Kitten
6006,,,1,,,,JP,ビジン,,7,0,0,,,,,0,0,,
6044,,,1,,,,JP,美の巨人「トルメンコ」,「私の死を乗り越えて、より美しい物を探しなさい」,1,1,0,,,,537,0,0,,薔薇
6059,,,0,,,,JP,,,0,0,0,,,,,0,0,,
