id,name_JP,unknown_JP,unit_JP,naming,name,unit,unknown,category,***,sort,_tileType,_idRenderData,tiles,altTiles,anime,skins,size,colorMod,colorType,recipeKey,factory,components,disassemble,defMat,tierGroup,value,LV,chance,quality,HP,weight,electricity,trait,elements,range,attackType,offense,substats,defense,lightData,idExtra,idToggleExtra,idActorEx,idSound,tag,workTag,filter,roomName_JP,roomName,detail_JP,detail
1291,古代の戦車,,個,,ancient tank,,,deco,,100,ObjBig,obj tall,1360,,,"1,2,3",,100,,,,ingot/1,,cherryblossom,,22000,55,20,0,100,480000,0,,,1,,,,,,,,,,randomSkin,,,,,,
1284,異国の屋台,,個,,foreign stall,,,deco,,100,ObjBig,obj tall,1157,,,,,100,,,,plank,,oak,,3207,35,1000,0,100,10000,0,,,1,,,,,,,,,,exotic,,,,,,
1285,異国の屋台,,個,,foreign stall,,,deco,,100,Obj,obj tall,1257,,,,,100,,,,plank,,oak,,4075,35,1000,0,100,10000,0,,,1,,,,,,,,,,exotic,,,,,,
1286,ドールハウス,,個,,doll house,,,deco,,100,Obj,obj tall,2115,2116,,,,100,,,,plank,,oak,,3597,24,1000,0,100,10000,0,DollHouse,,1,,,,,,,,,,,,,,,,
1271,砂時計,,個,,hourglass,,,deco,,100,ObjBig,obj tall,1159,,,,,100,,,,plank,,sand,,3764,1,1000,0,100,10000,0,,,1,,,,,,,,,,,,,,,,
1172,途方も価値のない錆びた偽物の金塊,,個,,completely worthless rusted fake gold bar,,,deco,,100,Obj,obj tall,"1062,-1062,1061,-1061",,,,,100,,,,ingot/1,,gold,,2500,10,0,0,100,10000,0,,,1,,,,,,,,,,,,,,,,
1189,朽ちたビッグダディ,,個,,decayed Big Daddy,,,deco,,100,ObjBig,obj tall,1060,,,,,100,,,,ingot/1,,copper,,10000,10,0,0,100,10000,0,,,1,,,,,,,,,,,,,,,,
1238,ストーブ,,個,,stove,,,deco,,100,ObjBig,obj tall,1160,,,,,100,,,factory_metal,"ingot/8,bolt/4",,copper,,5500,24,1000,0,100,10000,0,,,1,,,,,,,,,,,,,,,,
1161,アイアンメイデン,,個,,iron maiden,,,deco,,100,ObjBig,obj tall,"1163,-1163,1263,-1263",,,,,100,,,,ingot/1,,iron,,3895,1,1000,0,100,10000,0,,,1,,,,,,,,,,,,,,,,
1162,ギロチン,,個,,guillotine,,,deco,,100,ObjBig,obj tall,"1162,-1162,1262,-1262",,,,,100,,,,log/1,,oak,,4462,1,1000,0,100,10000,0,,,1,,,,,,,,,,,,,,,,
1235,野ざらしの杖,,個,,weathered staff,,,ext,,100,ObjBig,obj tall,551,,,1,,100,,,,log/1,,oak,,3976,1,0,0,100,10000,0,,,1,,,,,,,,,,randomSkin,,,,,,
1237,積み石,,個,,stone tower,,,ext,,100,ObjBig,obj tall,547,,,"1,2,3",,100,,,,rock/1,,granite,,3113,1,0,0,100,10000,0,,,1,,,,,,,,,,randomSkin,,,,,,
1239,積み石,,個,,stone tower,,,ext,,100,ObjBig,obj tall,541,,,"1,2,3,4,5",,100,,,,rock/1,,granite,,3536,1,0,0,100,10000,0,,,1,,,,,,,,,,randomSkin,,,,,,
868,漁網,,個,,fishing net,,,ext,,100,ObjBig,obj tall,651,,,,,100,,,,rock/1,,granite,,3051,1,1000,0,100,10000,0,,,1,,,,,,,,,,,,,,,,
994,のぼり,,個,,banner,,,ext,,100,ObjBig,obj tall,3400,,,,,100,,,,texture,,paper,,3866,1,1000,0,100,10000,0,,,1,,,,,,,,,,exotic,,,,,,
995,のぼり,,個,,banner,,,ext,,100,ObjBig,obj tall,3401,,,,,100,,,,texture,,paper,,4450,1,1000,0,100,10000,0,,,1,,,,,,,,,,exotic,,,,,,
996,のぼり,,個,,banner,,,ext,,100,ObjBig,obj tall,3402,,,,,100,,,,dye,,rubinus,,4414,1,1000,0,100,10000,0,,,1,,,,,,,,,,exotic,,,,,,
997,のぼり,,個,,banner,,,ext,,100,ObjBig,obj tall,3403,,,,,100,,,,texture,,hemp,,3359,1,1000,0,100,10000,0,,,1,,,,,,,,,,exotic,,,,,,
1079,のぼり,,個,,banner,,,ext,,100,ObjBig,obj tall,3404,,,,,100,,,,texture,,paper,,4003,1,1000,0,100,10000,0,,,1,,,,,,,,,,exotic,,,,,,
1273,のぼり,,個,,banner,,,ext,,100,ObjBig,obj tall,"3405,3406",,,,,100,,,,texture,,paper,,3725,1,1000,0,100,10000,0,,,1,,,,,,,,,,exotic,,,,,,
811,飾られた弓,,個,,bows,rack,,mount,,100,WallHang,obj hang,817,,,,,100,,,,log/1,,cedar,,3346,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
1024,舵輪,,個,,wheel,,,mount,,100,WallHang,obj hang,818,,,,,100,,,,log/1,,oak,,3504,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
817,飾られた兜,,個,,helms,rack,,mount,,100,WallHang,obj hang,927,,,,,100,,,,log/1,,cedar,,3494,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
818,壁掛け棚,,個,,wall rack,,,mount,,100,WallHang,obj hang,928,,,,,100,,,,log/1,,cedar,,3167,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
1054,壁掛け棚,,個,,wall rack,,,mount,,100,WallHang,obj hang,822,,,,,100,,,,log/1,,cedar,,2868,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
1296,壁掛けかがり火台,,個,,wall brazier,,,mount,,100,WallHang,obj hang,1006,,,1,,100,,,factory_stone,"cutstone/5,bonfire",,chromite,,3238,27,1000,0,100,3500,0,,,1,,,,,,,,,,randomSkin,,,,,,
981,ハンガーラック,,個,,hanging rack,,,mount,,100,WallHang,obj hang,933,,,,,100,,,,log/1,,cedar,,2405,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
982,ハンガーラック,,個,,hanging rack,,,mount,,100,WallHang,obj hang,934,,,,,100,,,,log/1,,cedar,,2620,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
1145,壁掛け棚,,個,,wall rack,,,mount,,100,WallHang,obj hang,935,,,,,100,,,,log/1,,cedar,,3496,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
1146,壁掛け棚,,個,,wall rack,,,mount,,100,WallHang,obj hang,936,,,,,100,,,,log/1,,cedar,,2708,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
1265,だんだんキノコ,,個,,tiered mushroom,,,mount,,100,WallHang,obj hang,937,,,100,,100,,,factory_wood,"log/2,nail/4,#mushroom/6",,cedar,,500,23,1000,0,100,3500,0,,,1,,,,,,,,,,randomSkin,,,,,,
831,鏡,,個,,mirror,,,mount,,100,WallHang,obj hang,850,,,,,100,,,,log/1,,cedar,,2980,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
848,鏡,,個,,mirror,,,mount,,100,WallHang,obj hang,851,,,,,100,,,,log/1,,cedar,,3055,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
851,時計,,個,,clock,,,mount,,100,WallHang,obj hang,952,,"4,500",,,100,,,,log/1,,cedar,,2771,1,1000,0,100,3500,0,Clock,,1,,,,,,,,amb_clock,,,,,,,,
889,ロープ,,個,,rope,,,mount,,100,WallHang,obj hang,853,,,,,100,,,,string,,hemp,,3310,1,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
1192,通気口,,個,,vent,,,mount,,100,WallHang,obj hang,2419,,,,,100,,,factory_wood,"plank/4,nail/2",,oak,,800,15,1000,0,100,3500,0,,,1,,,,,,,,,,,,,,,,
857,マスト,,個,,sailing,,,ext,,100,,obj_LV,2410,,,,,100,,,,log,,oak,,14756,1,1000,0,100,40000,0,,,1,,,,,,,,,,,,,,,,
858,オール,,個,,oar,,,ext,,100,,obj_LV,2411,,,,,100,,,,log,,oak,,17203,1,1000,0,100,40000,0,,,1,,,,,,,,,,,,,,,,
859,オール,,個,,oar,,,ext,,100,,obj_LV,2412,,,,,100,,,,log,,oak,,14872,1,1000,0,100,40000,0,,,1,,,,,,,,,,,,,,,,
1268,大地を担ぐオパートスの像,,個,,Opatos bearing the earth,statue,,ext,,100,,obj_LV,2620,,,,,100,,,,log,,basalt,,12000,40,100,0,100,14000,0,,,1,,,,,,,,,,,,,,,,
1318,巨像,,個,,giant statue,,,ext,,100,ObjHuge,obj_LV tall,"2812,-2812,3012,-3012",,,1,,100,,,,log,,granite,,20000,75,100,0,100,14000,0,,,1,,,,,,,,,,randomSkin,,,,,,
1317,巨像,,個,,giant statue,,,ext,,100,ObjHuge,obj_LV tall,"2814,-2814,3014,-3014",,,1,,100,,,,log,,granite,,20000,75,100,0,100,14000,0,,,1,,,,,,,,,,randomSkin,,,,,,
1316,巨像,,個,,giant statue,,,ext,,100,ObjHuge,obj_LV tall,"2816,-2816,3016,-3016",,,1,,100,,,,log,,granite,,20000,75,100,0,100,14000,0,,,1,,,,,,,,,,randomSkin,,,,,,
1315,巨像,,個,,giant statue,,,ext,,100,ObjHuge,obj_LV tall,"2818,-2818,3018,-3018",,,1,,100,,,,log,,granite,,20000,75,100,0,100,14000,0,,,1,,,,,,,,,,randomSkin,,,,,,
1314,巨像,,個,,giant statue,,,ext,,100,ObjHuge,obj_LV tall,"2820,-2820,3020,-3020",,,1,,100,,,,log,,granite,,20000,75,100,0,100,14000,0,,,1,,,,,,,,,,randomSkin,,,,,,
1311,巨像,,個,,giant statue,,,ext,,100,ObjHuge,obj_LV tall,"2822,-2822,2823,-2823",,,,,100,,,,log,,granite,,12000,40,100,0,100,14000,0,,,1,,,,,,,,,,randomSkin,,,,,,
1312,巨像,,個,,giant statue,,,ext,,100,ObjHuge,obj_LV tall,2622,,,1,,100,,,,log,,granite,,12000,40,100,0,100,14000,0,,,1,,,,,,,,,,randomSkin,,,,,,
1305,大きな切り株,,個,,huge tree stump,,,ext,,100,ObjHuge,obj_LV,2423,,,,,100,,,,log/10,,oak,,16236,1,1000,0,100,40000,0,,,1,,,,,,,,,,,,,,,,
1283,石碑,,個,,rock monument,statue,,ext,,100,ObjHuge,obj_LV,1619,,,,,100,,,,rock,,granite,,17672,1,1000,0,100,20000,0,,,1,,,,,,,,,,,,,,,,
721,騎士の像,,個,,knight,statue,,deco,,100,ObjHuge,obj_LV tall,2402,,,,,100,,,,cutstone,,iron,,15940,1,1000,0,100,60000,0,,,1,,,,,,,,,,,,,,,,
833,振り子時計,,個,,pendulum clock,,,_furniture,,100,ObjHuge,obj_LV tall,1812,,"4,500",,,100,,,,log,,oak,,17166,1,1000,0,100,60000,0,Clock,,1,,,,,,,,amb_clock,,,,,,,,
1076,ゴーストの像,,個,,ghost,statue,,deco,,100,ObjHuge,obj_LV tall,2413,,,,,100,,,,texture,,cotton,,19899,1,0,0,100,60000,0,,,1,,,,,,,,,,,,,,,,
1111,月,,個,,moon,,,deco,,100,ObjHuge,obj_LV tall,"2416,-2416,2417,-2417",,,,,100,,,,rock,,granite,,22288,1,0,0,100,2500000,0,,,1,,,,,,,,,,,,,,,,
1122,混沌キノコ,,個,,chaos mushroom,,,deco,,100,ObjHuge,obj_LV tall,2418,,,,,100,,,,dye,,lapis,,22416,1,0,0,100,60000,0,,,1,,,,,,,,,,,,,,,,
1123,マカロン,,個,,macaron,,,deco,,100,ObjHuge,obj_LV tall,2419,,,,,100,,,,dye,,opal,,12000,20,0,0,100,60000,0,,,1,,,,,,,,,,,,,,,,
1124,マンドレイク,,個,,mandrake,,,deco,,100,ObjHuge,obj_LV tall,"2420,2421,2422",,,,,100,,,,dye,,jade,,16734,1,0,0,100,60000,0,,,1,,,,,,,,,,,,,,,,
1181,サギ,,個,,caladrius,,,deco,,100,ObjHuge,obj_LV tall,2621,,,,,100,,,,dye,,onyx,,16689,1,0,0,100,60000,0,,,1,,,,,,,,,,,,,,,,
832,巨大な黒板,,個,,huge blackboard,,,mount,,50,WallHang,obj_LV hang,1611,,,,,100,,,,rock/1,,granite,,17398,1,1000,0,100,7200,0,,,1,,,,,,,,,,snowTile,,,,,,
1149,箱,,個,,box,,,container,,100,,obj_S,1637,1638,,,,100,,,,log/1,,cedar,,1625,1,1000,0,100,2500,0,"Container,3,3,crate",,1,,,,,,,,,,,,supply,,,,
856,カセットテープ,,個,,cassette tape,,,mech,,100,,obj_S,1728,,,,,100,,,,ingot,,onyx,,1523,1,0,4,100,2500,0,Tape,,1,,,,,,,,,,,,supply,,,,
874,ラジオ,,個,,radio,,,mech,,100,,obj_S,1729,,,,,100,,,,ingot,,onyx,,2140,1,1000,0,100,2500,0,Radio,,1,,,,,,,,,,,,supply,,,,
959,占い水晶,,個,,fortune telling crystal,,,junk,,100,,obj_S,1636,,,,,100,,,,glass,,crystal,,1863,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
960,占い台,,個,,pedestal,,,_furniture,,100,,obj_S,1635,,,,,100,,,,dye/1,,lapis,,1589,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1018,プレゼントボックス,,個,,gift box,,,_furniture,,100,,obj_S,1810,,,,,100,,,,dye,,silver,,1897,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1151,しめ縄,,個,,sacred rope,,,ext,,100,,obj_S,"2958,2959",,,,,100,,,,texture,,paper,,2122,1,1000,0,100,2500,0,,,1,,,,,,,,,,exotic,,supply,,,,
569,短いポール,,個,,short pole,,,ext,,100,,obj_S,1300,,,,,100,,,,log,,pine,,2158,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
484,キノコのテーブル,,個,,mushroom table,,,table,,100,,obj_S,1507,,,,,100,,,factory_wood,"log/2,#mushroom/4",,pine,,2153,7,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
483,サイドテーブル,,個,,side table,,,table,,100,,obj_S,1621,,,,,100,,,,log,,pine,,1600,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
568,サイドテーブル,,個,,side table,,,table,,100,,obj_S,1622,,,,,100,,,,log,,wood_birch,,2200,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
570,サイドテーブル,,個,,side table,,,table,,100,,obj_S,1623,,,,,100,,,,texture/1,,cotton,,2204,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1215,サイドテーブル,,個,,side table,,,table,,100,,obj_S,1544,,,,,100,,,,log,,cherryblossom,,1830,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1258,サイドテーブル,,個,,side table,,,table,,100,,obj_S,1553,,,,,100,,,,log,,pine,,2034,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
893,テーブル,,個,,table,,,table,,100,,obj_S,1721,,,,,100,,,,log,,pine,,1660,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
572,テレビ台,,個,,TV table,,,table,,100,,obj_S,1625,,,,,100,,,,ingot/1,,chromite,,1947,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
573,テレビ台,,個,,TV table,,,table,,100,,obj_S,1626,,,,,100,,,,ingot/1,,chromite,,1755,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
567,壊れた樽,,個,,broken barrel,,,junk,,100,,obj_S,1808,,,,,100,,,,log/1,,oak,,1868,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
482,サイドテーブル,,個,,side table,,,table,,100,,obj_S,1514,,,,,100,,,,log,,pine,,1578,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
754,箱,,個,,box,,,container,,100,,obj_S,2328,,,,,100,,,,log/1,,cedar,,2074,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1010,サイドテーブル,,個,,side table,,,table,,100,,obj_S,1533,,,,,100,,,,log/1,,mahogany,,1949,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1019,サイドテーブル,,個,,side table,,,table,,100,,obj_S,1535,,,,,100,,,,log/1,,mahogany,,1931,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1020,チェステーブル,,個,,chess table,,,table,,100,,obj_S,1534,,,,,100,,,,log/1,,mahogany,,2032,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1021,チェステーブル,,個,,chess table,,,table,,100,,obj_S,1536,,,,,100,,,,log/1,,mahogany,,1866,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1242,異国のチェステーブル,,個,,exotic chess table,,,table,,100,,obj_S,1552,,,,,100,,,,log/1,,pine,,1677,1,1000,0,100,2500,0,,,1,,,,,,,,,,exotic,,supply,,,,
1281,サーバーバレル,,個,,serving barrel,,,table,,100,,obj_S,1558,,,,,100,,,,log/1,,rosewood,,1720,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1206,ししおどし,,個,,exotic device,,,ext,,100,,obj_S,2828,,"4,200,50,1",,,100,,,,rock/1,,granite,,1907,1,1000,0,100,2500,0,,,1,,,,,,,,,,exotic,,supply,,,,
1208,車止め,,個,,bumping post,,,ext,,100,,obj_S,"1745,-1745,1746,-1746",,,,,100,,,,log/1,,oak,,1646,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1270,カレーのルー,,個,,curry roux,,,_furniture,,100,,obj_S,"1555,-1555,1554,-1554",,,,,100,,,,ingot/1,,iron,,1601,1,1000,0,100,2500,0,,,1,,,,,,,,,,,,supply,,,,
1303,流木,,本,,driftwood,,,ext,,100,,obj_S,2053,,,"1,2",,100,,,,log/3,,oak,,2211,1,1000,0,100,2500,0,,,1,,,,,,,,,,randomSkin,,supply,,,,
1304,根っこ,,個,,tree root,,,ext,,100,,obj_S,2056,,,1,,100,,,,branch/1,,oak,,2192,1,1000,0,100,2500,0,,,1,,,,,,,,,,randomSkin,,supply,,,,
877,ジャンクガチャ,,台,,junk gacha,,,mech,,100,ObjBig,obj,"1423,-1423,1523,-1523","1223,-1223,1323,-1323",,,,100,,,,ingot/1,,cobalt,,154138,1,1000,0,100,480000,-10,"Gacha,Junk",,1,,,,,gacha,,,,,,,,,,,
878,鉢植えガチャ,,台,,plant pot gacha,,,mech,,100,ObjBig,obj,"1423,-1423,1523,-1523","1223,-1223,1323,-1323",,,,100,,,,ingot/1,,opal,,138588,1,1000,0,100,480000,-10,"Gacha,Plant",,1,,,,,gacha,,,,,,,,,,,
1166,家具ガチャ,,台,,furniture gacha,,,mech,,100,ObjBig,obj,"1423,-1423,1523,-1523","1223,-1223,1323,-1323",,,,100,,,,ingot/1,,rubinus,,152228,1,1000,0,100,480000,-10,"Gacha,Furniture",,1,,,,,gacha,,,,,,,,,,,
1028,ブレイカー,,台,,breaker,,,mech,,100,,obj,1304,1305,,,,100,,,,ingot,,iron,,2128,1,0,0,100,15000,0,LeverBreaker,,1,,,,,,,,,,,,,,,,
1116,小型レバー,,台,,lever,,,mech,,100,,obj_S,1741,1741,,,,100,,,,ingot,,iron,,1721,1,0,0,100,16000,0,Lever,,1,,,,,,,,,,,,,,,,
1117,小型レバー,,台,,lever,,,mech,,100,,obj_S,1743,1741,,,,100,,,,ingot,,iron,,1648,1,0,0,100,16000,0,Lever,,1,,,,,,,,,,,,,,,,
589,道標,,本,,signpost,,,ext,,100,,obj,"1920,-1920,1920,-1920",,,,,100,,,factory_sign,"log/2,nail/1",,oak,,500,7,1000,0,100,1200,0,RoadSign,,1,,,,,,,,,,,,,,,行き先を示した道案内の立札だ。マップの端に置くことで、マップに入った時の出現位置を指定できる。,A signpost indicating the destination. Spawn location can be set by placing it at the edge of the map.
588,道標,,本,,signpost,,,ext,,100,,obj,"1915,-1915,1916,-1916",,,,,100,,,factory_sign,"log/2,nail/1",,oak,,500,7,1000,0,100,1200,0,RoadSign,,1,,,,,,,,,,,,,,,行き先を示した道案内の立札だ。マップの端に置くことで、マップに入った時の出現位置を指定できる。,A signpost indicating the destination. Spawn location can be set by placing it at the edge of the map.
977,衝立,,個,,screen,,,deco,,100,ObjHuge,obj,1529,,,,,100,,,,texture/1,,paper,,4990,1,1000,0,100,3600,0,,,1,,,,,,,,,,,,,,,,
450,衝立,,個,,screen,,,deco,,100,ObjHuge,obj,1627,,,,,100,,,,log/1,,pine,,4256,1,1000,0,100,3600,0,,,1,,,,,,,,,,,,,,,,
449,衝立,,個,,screen,,,deco,,100,ObjHuge,obj,1431,,,,,100,,,,texture/1,,paper,,3628,1,1000,0,100,3600,0,,,1,,,,,,,,,,exotic,,,,,,
432,藁人,,体,,training dummy,,,facility,,100,ObjBig,obj tall,"2825,-2825,2925,-2925",,,,,100,,,factory_wood,"grass/6,stick/2,#head",,straw,,900,10,1000,0,100,9200,0,TrainingDummy,,1,,,,,,,,,,snowTile,,,,,,
431,木人,,体,,training dummy,,,facility,,100,ObjBig,obj tall,"2824,-2824,2924,-2924",,,,,100,,,factory_wood,"log/5,#head",,oak,,1200,10,1000,0,100,9200,0,TrainingDummy,,1,,,,,,,,,,snowTile,,,,,,
430,ゴミ箱,,個,,trash bin,,,container,,100,,obj_S,1404,,,,,100,,,factory_metal,"ingot/4,bolt/1",,iron,,800,4,1000,0,100,1200,0,Recycle,,1,,,,,,,,,,,,,,,,
593,ゴミ箱,,個,,trash bin,,,container,,100,,obj_S,1409,,,,,100,,,factory_metal,ingot/3,,iron,,500,4,1000,0,100,1200,0,Recycle,,1,,,,,,,,,,,,,,,,
429,ゴミ箱,,個,,trash bin,,,container,,100,,obj_S,1522,,,,,100,,,factory_wood,"plank/1,string/1,nail/1",,oak,,495,4,1000,0,100,1200,0,Recycle,,1,,,,,,,,,,,,,,,,
978,トロッコ,,台,,trolley,,,ext,,100,,obj,1709,,,,,100,,,,ingot/1,,iron,,11235,1,1000,0,100,125000,0,Trolley,,1,,,,,,,,,,,,,,,,
391,トロッコ,,台,,trolley,,,ext,,100,,obj,1710,,,,,100,,,,log/1,,oak,,10092,1,1000,0,100,125000,0,Trolley,,1,,,,,,,,,,,,,,,,
392,トロッコ,,台,,trolley,,,ext,,100,,obj,"1715,-1715,1716,-1716",,,,,100,,,,ingot/1,,iron,,10661,1,1000,0,100,125000,0,Trolley,,1,,,,,,,,,,,,,,,,
390,トロッコ,,台,,trolley,,,ext,,100,,obj,1510,,,,,100,,,,log/1,,oak,,9924,1,1000,0,100,125000,0,Trolley,,1,,,,,,,,,,,,,,,,
425,壁掛け棚,,個,,wall shelf,,,mount,,100,WallHang,obj hang,"820,-820,920,-920",,,,,100,,,,log,,oak,,2213,1,1000,0,100,1500,0,,,1,,,,,,,,,,,,,,,,
426,壁掛け棚,,個,,wall shelf,,,mount,,100,WallHang,obj hang,"821,-821,921,-921",,,,,100,,,,log,,oak,,2004,1,1000,0,100,1500,0,,,1,,,,,,,,,,,,,,,,
598,王子様ベッド,,台,,prince's bed,,,bed,,100,,obj flat,1704,,,,,100,alt,,factory_wood,"ingot/10,texture/12,gem/8,836",,rubinus,,25000,40,100,0,100,64000,0,"Bed,2",,1,,,,,,,,,,,,,寝室,Bedroom,,
599,バンクベッド,,台,,pipe bed,,,bed,,100,,obj flat,1705,,,,,100,alt,,factory_metal,"scrap/4,$fiber/2",,pine,,1800,11,1000,0,100,22000,0,"Bed,4",,1,,,,,,,,,,,,,寝室,Bedroom,,
459,粗末なベッド,,台,,poor bed,,,bed,,100,,obj flat,1605,,,,,100,alt,,factory_wood,"plank/4,$fiber/2",,pine,,600,5,1000,0,100,8000,0,"Bed,2",,1,,,,,,,,,,,,,寝室,Bedroom,,
460,簡易ベッド,,台,,makeshift bed,,,bed,,100,,obj flat,1606,,,,,100,alt,*,workbench,"grass/2,leaf/4",,straw,,200,2,1000,0,100,1200,0,"Bed,1",,1,,,,,,,,,,,,,寝室,Bedroom,,
sleepingbag,寝袋,,台,,sleeping bag,,,bed,,100,,obj flat,1706,,,,,100,alt,*,self,"fiber/2,skin/2,string/3",,hide,,900,6,1000,0,100,150,0,"Bed,1",,1,,,,,,,,,,,,,寝室,Bedroom,,
458,石のベッド,,台,,stone bed,,,bed,,100,,obj flat,1828,,,,,100,alt,,factory_stone,"cutstone/4,rock/2,fiber/2",,granite,,1200,10,1000,0,100,32000,0,"Bed,2",,1,,,,,,,,,,,,,寝室,Bedroom,,
457,モダンなベッド,,台,,modern bed,,,bed,,100,,obj flat,1928,,,,,100,alt,,factory_metal,"ingot/4,texture/4,ic/1",,plastic,,7800,25,1000,0,100,24000,0,"Bed,2",,1,,,,,,,,,,,,,寝室,Bedroom,,
456,ベッド,,台,,bed,,,bed,,100,,obj flat,1604,,,,,100,alt,,factory_wood,"plank/2,$dye,texture/4",,pine,,5600,20,1000,0,100,28000,0,"Bed,2",,1,,,,,,,,,,,,,寝室,Bedroom,,
1139,お布団,,枚,,futon,,,bed,,100,,obj flat,"1504,-1504,1505,-1505",,,,,100,alt,,loom,"dye/1,texture/4,goodness",,pearl,,9200,30,1000,0,100,2400,0,"Bed,1",,1,,,,,,,,,,exotic,,,寝室,Bedroom,,
596,王様ベッド,,台,,king's bed,,,bed,,100,,obj add,3100,,,,,100,alt,,factory_wood,"ingot/16,texture/20,gem/12,836/2,nobility",,rubinus,,100000,60,10,0,100,92000,0,"Bed,2",,1,,,,,,,,,,,,,寝室,Bedroom,,
597,二段ベッド,,台,,bunk bed,,,bed,,100,,obj add,3101,,,,,100,alt,,factory_metal,"scrap/6,$fiber/4",,cotton,,3400,17,1000,0,100,20000,0,"Bed,8",,1,,,,,,,,,,,,,寝室,Bedroom,,
27,丸椅子,,個,,round chair,,,chair,,100,,obj_S,1513,,,,,100,,*,factory_wood,log/2,,pine,,250,3,1000,0,100,1000,0,Chair,,1,,,,,,,,,,,,supply,,,,
25,椅子,,個,,chair,,,chair,,100,,obj_S,1515,,,,,100,,,factory_wood,log/2,,pine,,250,3,1000,0,100,1000,0,Chair,,1,,,,,,,,,,,,supply,,,,
1212,丸太の椅子,,個,,log chair,,,chair,,100,,obj_S,1539,,,,,100,,,factory_wood,log/3,,pine,,300,3,1000,0,100,1000,0,Chair,,1,,,,,,,,,,,,supply,,,,
1213,デッキチェア,,個,,deck chair,,,chair,,100,,obj_S,"1540,-1540,1541,-1541",,,,,100,,,factory_wood,"texture/2,plank/4",,hemp,,600,12,1000,0,100,1000,0,Chair,,1,,,,,,,,,,,,supply,,,,
1214,座椅子,,個,,foreign chair,,,chair,,100,,obj_S,"1542,-1542,1543,-1543",,,,,100,,,factory_wood,"plank/3,texture/2",,rosewood,,500,12,1000,0,100,1000,0,Chair,,1,,,,,,,,,,,,supply,,,,
30,モダンな椅子,,個,,modern chair,,,chair,,100,,obj_S,1521,,,,,100,,,factory_metal,ingot/3,,plastic,,450,3,1000,0,100,1000,0,Chair,,1,,,,,,,,,,,,supply,,,,
29,石の椅子,,個,,stone chair,,,chair,,100,,obj_S,1524,,,,,100,,,factory_stone,cutstone/4,,granite,,350,3,1000,0,100,1000,0,Chair,,1,,,,,,,,,,,,supply,,,,
24,カジノの椅子,,個,,casino chair,,,chair,,100,,obj_S,1525,,,,,100,,,factory_metal,"dye/1,texture/1,ingot/2",,rubinus,,800,3,1000,0,100,1000,0,Chair,,1,,,,,,,,,,,,supply,,,,
28,ロッキングチェア,,個,,rocking chair,,,chair,,100,,obj_S,"1502,-1502,1602,-1602",,,,,100,,,factory_wood,"plank/2,texture/2,string/2",,pine,,2200,22,1000,0,100,1000,0,Chair,,1,,,,,,,,,,,,supply,,,,
31,キノコの椅子,,個,,mushroom chair,,,chair,,100,,obj_S,1508,,,,,100,,,factory_wood,"log/1,#mushroom/3",,pine,,550,3,1000,0,100,1000,0,Chair,,1,,,,,,,,,,,,supply,,,,
